Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw
87,0.008,-0.013,-0.02,-1.564,-0.053,1.511
114.7,-0.002,-0.02,0.006,-1.534,0.023,2.753
86.8,-0.002,-0.022,-0.008,-1.579,-0.024,-1.431
92.2,-0.025,0.02,0.027,-1.61,-0.036,-2.744
111.7,-0.037,-0.01,0,-1.529,0.024,1.844
77.4,-0.027,-0.059,0.063,-1.599,0.027,-0.894
109.4,0.038,-0.011,-0.005,-1.567,0.046,0.087
91.8,-0.017,0.021,-0.001,-1.497,-0.025,0.844
86.7,0.045,0.012,-0.003,-1.569,0.003,0.607
95.3,-0.058,-0.001,-0.015,-1.513,0.044,-1.217
87,0.021,0.057,0.028,-1.607,-0.027,-1.425
124.7,-0.025,-0.004,-0.07,-1.585,-0.027,2.582
90.2,-0.036,0.033,-0.016,-1.574,0.05,-1.317
114.2,-0.036,0.054,0.009,-1.555,0.006,-0.605
136.5,0.011,0.004,-0.009,-1.543,-0.03,0.32
94.8,-0.058,0.061,-0.02,-1.523,-0.025,-2.871
83.3,-0.006,-0.015,-0.016,-1.522,-0.039,1.815
85.6,-0.019,-0.011,-0.006,-1.582,-0.016,-0.231
78.6,-0.004,0.007,-0.002,-1.597,0.006,0.244
92.7,0,-0.017,0.001,-1.549,0.016,-0.052
87.6,-0.015,-0.002,0.012,-1.589,0.046,-1.392
78,0.007,-0.003,-0.002,-1.539,0.015,2.031
84.3,-0.003,-0.007,-0.007,-1.599,0.027,-0.365
86.1,0.007,0.007,0.063,-1.542,0.028,-1.055
123.3,-0.057,0.001,-0.023,-1.545,0.008,-2.422
96.6,-0.049,-0.003,-0.01,-1.592,-0.079,-0.773
87.5,-0.018,-0.006,-0.01,-1.595,0.047,0.467
137.1,0.007,-0.031,-0.01,-1.503,-0.051,0.393
110.4,-0.044,0.004,-0.003,-1.487,-0.015,0.549
97.9,-0.01,-0.004,-0.024,-1.519,-0.035,0.432
87.6,-0.002,0,-0.015,-1.542,0.025,-1.235
107.1,-0.007,-0.008,-0.004,-1.598,0.032,-0.732
67.8,-0.016,0.006,0.009,-1.554,0.005,1.889
95,0,-0.001,-0.003,-1.559,-0.013,2.005
116.6,-0.029,-0.025,0.013,-1.576,0.021,2.677
91.9,-0.004,0.013,0.005,-1.523,-0.068,-1.202
100.9,-0.002,0.006,0.01,-1.558,-0.014,-3.041
128.3,-0.006,-0.002,0.001,-1.568,-0.02,-3.113
95.7,-0.013,-0.002,0.009,-1.546,-0.008,0.794
88.3,-0.007,0.007,0.006,-1.525,0.008,1.315
85,-0.003,0.008,0.002,-1.576,0.001,-0.2
71.1,-0.066,-0.072,-0.069,-1.591,0.143,-1.26
77.8,-0.016,0.008,-0.009,-1.576,0.017,0.03
83.6,-0.102,-0.438,-0.141,-1.697,-0.442,-0.487
86.8,0.005,-0.011,0.021,-1.548,0.012,0.657
79.1,0.032,0.099,0.023,-1.563,0.039,0.086
92.7,-0.022,0.018,0.033,-1.602,-0.019,-0.562
87.5,-0.047,0.023,0.035,-1.529,0.038,-1.836
87.1,-0.021,-0.007,0.002,-1.572,-0.02,-0.999
73.5,-0.014,-0.006,-0.009,-1.571,-0.011,2.007
91.7,0.019,-0.013,-0.014,-1.566,-0.012,-0.959
131,-0.049,-0.023,0.005,-1.629,-0.002,-0.976
115.5,-0.038,-0.004,-0.01,-1.502,-0.001,-3.078
109.1,-0.015,0.035,0.003,-1.584,0.003,0.013
104.9,-0.014,-0.011,0.004,-1.532,-0.005,-2.699
117.5,0.003,-0.032,0.01,-1.563,0.039,-0.552
86,-0.028,-0.035,-0.004,-1.539,-0.039,-0.273
85.5,-0.001,-0.002,0.016,-1.549,0,2.8
90.3,-0.03,0.024,-0.004,-1.555,0.041,-1.339
90.7,-0.016,-0.008,0.008,-1.497,-0.017,0.741
79.5,0.002,0.012,0.029,-1.524,-0.03,-2.735
89,-0.005,-0.004,-0.041,-1.619,0.016,0.099
104.7,-0.017,0.001,0.004,-1.53,-0.003,-2.697
107.8,-0.025,0.008,-0.018,-1.549,0.003,-0.837
69.6,-0.012,0.001,0.021,-1.589,0.015,-0.056
63.7,-0.034,-0.008,-0.065,-1.435,0.003,-3.017
112.2,-0.059,0.028,0.022,-1.533,-0.013,-1.522
117,0.005,-0.022,-0.007,-1.525,0.014,-1.355
103.8,-0.022,0.007,-0.01,-1.622,-0.04,-2.819
81.4,0.001,0.008,0.055,-1.598,0.001,0.362
83.3,-0.005,-0.001,-0.003,-1.537,-0.041,-0.336
93.5,-0.001,0.044,0.001,-1.573,-0.029,-2.73
77.1,-0.018,0.034,0.004,-1.514,0.011,0.454
74.7,-0.049,-0.156,-0.077,-1.558,-0.192,-0.294
88,-0.014,-0.042,0.053,-1.573,-0.014,-2.771
104.9,0.02,0.019,0.087,-1.505,0.033,-0.23
77.6,0.014,-0.007,-0.008,-1.545,0.004,-1.369
77.3,-0.018,-0.036,-0.01,-1.646,-0.003,1.75
100,0.014,-0.009,-0.015,-1.523,-0.002,0.651
99.9,-0.054,0.032,-0.042,-1.568,0.012,-0.766
107.2,0.023,0.015,0.028,-1.605,0.029,0.362
85.2,-0.002,0.007,-0.03,-1.557,-0.008,-0.124
85.8,-0.001,-0.018,0.003,-1.597,0.043,0.474
117.8,-0.026,-0.002,0.013,-1.551,-0.035,-2.693
87.7,-0.007,0.019,0.009,-1.613,-0.032,0.303
104.1,0.01,0.046,-0.008,-1.559,-0.045,1.738
82.7,-0.018,0.022,0.007,-1.602,-0.005,0.318
95.6,-0.009,-0.007,0.011,-1.567,-0.008,-3.092
85.6,-0.021,0.01,0.016,-1.556,0.007,0.061
92.9,-0.004,0.005,-0.002,-1.521,0.006,1.776
97.2,0.025,0,0.011,-1.552,0.013,1.066
88.3,-0.013,-0.013,-0.008,-1.56,-0.049,-0.099
109.7,0.035,-0.026,-0.001,-1.537,-0.003,-1.569
78.5,0.005,-0.016,-0.006,-1.499,-0.001,-1.447
132,-0.011,-0.002,-0.009,-1.526,-0.033,2.524
64.9,-0.021,-0.054,-0.019,-1.567,-0.03,-0.611
120.7,-0.01,0.009,0.004,-1.52,0.024,-0.803
101.2,0.022,0.007,-0.004,-1.495,0.011,0.118
71.3,-0.025,-0.002,-0.004,-1.552,0.014,2.888
86.1,0.008,-0.012,0.008,-1.577,0.012,0.052
78.2,-0.011,0.002,0,-1.512,0.001,-0.95
84.8,-0.003,-0.008,0.005,-1.539,0.03,-0.949
102.2,0.001,0.007,0.05,-1.552,-0.034,-0.163
49.4,-0.02,-0.027,-0.002,-1.594,0.163,0.841
91.3,-0.019,0.031,-0.012,-1.511,0.053,-1.025
83,-0.001,0.053,-0.008,-1.562,-0.013,2.006
83.7,-0.024,0.024,0.01,-1.554,0.016,1.307
85.5,-0.084,-0.368,-0.026,-1.581,-0.42,-0.385
93.8,-0.007,0.002,0.007,-1.565,0.015,0.995
96.4,-0.025,-0.014,0.034,-1.551,-0.016,-0.146
114.4,0.017,0.006,-0.018,-1.531,0.011,1.79
91.9,0.008,-0.017,-0.024,-1.563,0.006,0.026
87.3,0.002,0.007,-0.04,-1.554,-0.027,-0.476
104.7,-0.036,0.004,0,-1.666,0.017,2.804
94.3,-0.003,-0.013,-0.026,-1.53,-0.003,0.488
87,-0.007,-0.013,0.002,-1.512,-0.016,-2.757
105.7,0.017,-0.008,-0.026,-1.499,0.035,-0.27
112.9,-0.034,0.052,-0.01,-1.52,-0.001,1.839
110.9,-0.006,0.015,-0.006,-1.546,-0.013,-0.853
124.7,0.002,-0.051,-0.008,-1.576,0.037,0.472
86.9,-0.119,-0.409,-0.018,-1.568,-0.403,-0.337
96.2,-0.026,-0.018,-0.001,-1.626,-0.062,-0.37
88.2,0.012,0.051,-0.024,-1.543,0.036,2.032
83,-0.001,0.002,0.013,-1.595,0.002,0.389
111.5,0.005,0.031,-0.013,-1.55,0.01,1.813
120.3,0.023,-0.007,0.004,-1.57,-0.002,0.148
99.5,-0.024,0.008,0.003,-1.503,0.028,0.164
91,-0.011,-0.02,-0.037,-1.548,-0.062,-0.092
85.8,-0.029,0.004,-0.016,-1.513,-0.003,0.929
132.3,0.003,-0.014,-0.017,-1.621,0.036,0.513
118.9,-0.003,-0.002,-0.05,-1.596,0.005,-0.906
121.1,-0.036,0.006,0.005,-1.641,0.004,2.62
98.7,0.005,-0.016,-0.004,-1.534,-0.042,-1.827
91.2,-0.027,0,0.002,-1.639,-0.04,0.339
93.7,-0.012,0.021,-0.026,-1.578,-0.058,-2.669
97,-0.019,-0.031,-0.105,-1.624,-0.02,2.594
93.3,-0.019,0.002,-0.015,-1.559,0.025,0.147
89.5,-0.016,-0.031,-0.005,-1.548,-0.005,0.563
98.5,-0.007,-0.008,-0.023,-1.521,0.009,0.083
75.7,-0.042,0.013,0.046,-1.565,-0.046,-0.434
96.8,-0.02,-0.072,0.014,-1.557,0.035,-1.395
93.6,-0.066,-0.378,0.027,-1.513,-0.358,-0.41
105.9,-0.007,-0.004,0,-1.516,0.022,2.147
89.6,-0.026,0.029,-0.046,-1.541,-0.063,-0.39
90.4,-0.026,-0.014,-0.022,-1.591,-0.043,1.165
86,-0.022,0.024,-0.004,-1.528,0.03,3.09
89.2,-0.016,-0.021,0.009,-1.574,-0.022,-0.02
86.3,0.002,-0.001,0.02,-1.576,-0.036,-0.293
86.3,0.006,-0.021,-0.01,-1.602,-0.011,0.347
112,0.075,-0.027,-0.015,-1.572,-0.015,-0.459
105.3,0.006,0.013,0.001,-1.574,-0.008,-0.041
95.1,-0.037,-0.017,-0.003,-1.577,-0.036,-2.74
107.5,-0.008,-0.009,-0.006,-1.557,0.021,-0.797
92.7,0.001,-0.018,-0.008,-1.533,-0.12,2.122
73.3,-0.022,0.011,0.016,-1.603,0.012,2.814
78.6,-0.03,0.003,0.004,-1.567,-0.029,0.008
71.8,-0.03,-0.197,-0.056,-1.591,0.099,0.749
125.7,-0.047,0.034,-0.028,-1.63,0.022,2.58
88.8,-0.022,0.011,0.026,-1.542,-0.016,-0.247
114.7,-0.018,-0.023,0.049,-1.51,-0.005,0.299
116.1,0.013,0.006,0.055,-1.538,0.014,2.593
88.9,-0.03,0.02,-0.04,-1.573,-0.021,-1.103
111.5,0.008,0.011,0.009,-1.575,-0.045,-0.044
102.7,0.009,-0.03,0.012,-1.599,0.002,-0.149
93.1,0.011,-0.056,-0.024,-1.608,-0.041,-0.253
95.9,0.002,0.039,-0.009,-1.542,-0.022,0.735
88.8,-0.043,0.011,-0.002,-1.553,0.045,0.262
84.9,-0.012,0.001,0.012,-1.606,0.056,2.847
89.5,0.001,-0.005,-0.008,-1.516,-0.023,1.519
88.3,-0.005,0.008,0.026,-1.56,-0.008,0.794
119.4,-0.026,-0.046,-0.002,-1.608,-0.021,1.849
102.2,-0.028,0.001,0.002,-1.541,0.017,2.113
106.7,0.017,0.024,0.002,-1.558,-0.018,2.547
95.3,0.019,0.021,0.012,-1.543,-0.034,0.752
121.7,-0.029,-0.02,0.013,-1.538,-0.009,0.412
88.5,0.015,0.01,-0.003,-1.636,-0.045,-0.076
96.4,-0.016,-0.006,-0.009,-1.567,-0.031,-2.797
88.8,0.006,0.001,0.003,-1.659,0.03,0.333
94.4,-0.005,0.027,0.011,-1.543,-0.051,-0.24
102.8,0.003,0.011,0.02,-1.574,0.01,-1.474
81.9,-0.018,0.007,0.02,-1.592,-0.028,-0.034
107.5,-0.005,0.045,0.032,-1.52,-0.223,-1.872
77.9,-0.012,0.041,0.001,-1.549,0.008,-1.413
89.8,-0.009,0.034,0.026,-1.473,0.015,-0.905
140.9,0.007,-0.032,-0.005,-1.561,0.017,0.301
93.2,0.017,0.022,0.032,-1.523,-0.036,0.46
112.4,0,-0.047,0.015,-1.583,0.002,0.041
94.2,-0.02,-0.013,-0.025,-1.492,-0.01,-0.134
96.1,0.029,0.037,0.005,-1.55,0,2.025
70.2,0.016,0.015,-0.016,-1.52,-0.007,-1.486
96.9,-0.039,0.033,-0.022,-1.551,0.019,-1.356
89.1,-0.032,0.012,-0.009,-1.607,0.024,0.452
89.4,0.002,-0.004,-0.022,-1.531,-0.004,-1.208
108.7,0.032,0.019,0.003,-1.594,0.001,0.099
93.3,0.029,-0.016,0.027,-1.572,0.016,-1.052
124.7,-0.044,0,0.018,-1.521,-0.033,-2.292
117.9,-0.017,0.019,0.009,-1.568,-0.001,0.57
99.6,0.001,0.02,-0.015,-1.55,-0.008,0.177
61.8,-0.046,-0.003,-0.03,-1.589,0.275,-0.356
89.2,-0.006,-0.006,-0.007,-1.64,0.021,0.099
83.4,-0.006,-0.005,-0.02,-1.524,-0.022,0.675
113,0,-0.029,-0.07,-1.6,-0.001,-0.484
115.2,0.004,0.011,0.014,-1.549,0.013,1.789
93.2,0.017,0.043,0.028,-1.588,-0.029,-2.448
87.4,-0.022,-0.012,-0.053,-1.562,0.009,0.543
114.7,-0.027,0.005,-0.003,-1.545,-0.052,-0.991
97.1,-0.009,0.012,-0.009,-1.508,0.004,0.81
85.5,0.008,-0.034,0.023,-1.513,-0.015,2.544
121.1,0.017,0.016,0.001,-1.554,-0.016,1.828
114.5,-0.056,0.014,-0.022,-1.552,0.023,2.014
128.7,-0.04,0.018,0.002,-1.546,-0.062,-0.951
74.2,-0.028,0.026,0.013,-1.623,-0.048,1.803
111.5,-0.008,0.008,-0.019,-1.561,-0.008,-1.12
87.7,-0.05,0.013,0.016,-1.538,0.034,-0.957
98.9,-0.015,0,-0.013,-1.623,-0.056,-0.339
45.3,-0.015,0.015,-0.045,-1.544,0.171,1.985
107.6,0.029,0.027,0.007,-1.57,0.036,0.064
95,0.005,0.011,0.002,-1.542,0.026,1.758
84.1,-0.011,0.011,0.013,-1.618,-0.003,0.448
102.2,-0.023,-0.009,0.006,-1.513,0.022,-0.787
63.8,0,-0.005,0.025,-1.503,0.023,2.172
86.4,-0.03,0.058,-0.01,-1.636,-0.004,-0.275
94.3,-0.028,-0.034,0.043,-1.523,0.004,-3.069
93.6,-0.017,0.003,-0.025,-1.571,-0.061,-2.773
87.8,-0.021,0.026,0.013,-1.596,-0.029,0.124
111.9,0.002,-0.005,0.001,-1.59,-0.029,-1.477
84.7,0.006,0.007,-0.005,-1.555,-0.017,-2.991
136.4,0.012,-0.022,-0.033,-1.517,0.035,2.534
78.6,-0.045,-0.006,-0.009,-1.578,-0.027,1.678
84.2,-0.02,0.022,-0.023,-1.549,-0.06,-1.733
106.2,-0.002,-0.009,-0.008,-1.516,0.006,1.888
75.7,-0.039,-0.005,0.008,-1.525,0.021,-2.893
72,-0.028,-0.018,0.027,-1.503,0.015,-1.403
106.8,-0.015,-0.014,-0.01,-1.502,-0.025,0.056
76.8,-0.006,0.006,-0.007,-1.558,0.028,-2.828
83.5,-0.021,-0.017,-0.003,-1.54,0.023,0.135
109,-0.026,0.013,-0.019,-1.531,0.012,-1.434
98,-0.007,0.005,0.025,-1.491,-0.033,1.608
90.3,-0.014,0.014,0.015,-1.598,0.026,-1.327
131.4,0.006,-0.002,-0.003,-1.564,-0.035,-2.646
114.1,0.008,-0.02,-0.036,-1.592,-0.045,-2.842
120.3,0.012,0.009,-0.064,-1.563,-0.071,-0.162
89.1,0.019,0.006,0.007,-1.61,-0.007,1.959
84.7,-0.016,-0.027,-0.007,-1.531,-0.013,-2.788
106.8,-0.019,0.04,0.046,-1.549,0.003,2.573
59.3,-0.045,0.012,-0.034,-1.47,0,-1.803
106.9,0.012,-0.007,-0.01,-1.533,0.026,-0.791
93.5,-0.015,0.007,0.01,-1.542,-0.022,0.787
100.1,-0.05,0.001,0.078,-1.447,0.007,0.202
86.1,-0.049,0.017,-0.008,-1.6,0.036,0.209
94.9,0.003,0.004,0.008,-1.54,-0.005,0.17
49.6,-0.015,0.02,-0.004,-1.563,0.171,3.129
97.5,0.045,-0.063,0.003,-1.594,0.02,0.505
88.7,-0.005,0.026,0.023,-1.54,-0.009,-1.165
95.1,0.032,-0.045,-0.007,-1.565,-0.021,-2.949
88.9,0.02,-0.018,0.019,-1.557,-0.054,0.507
86.6,-0.005,0,0.008,-1.581,0.002,-0.175
89.6,0.019,0,0.005,-1.569,-0.036,1.839
97,-0.032,-0.01,-0.009,-1.548,0.027,-2.065
120.3,-0.028,0.026,-0.003,-1.552,-0.041,-0.905
93.3,0.032,0.025,-0.051,-1.56,0.024,-3.09
110.5,-0.056,-0.013,-0.019,-1.535,0.003,1.897
87.7,0.001,0.01,0.006,-1.573,-0.038,-0.833
87.6,-0.072,0.018,-0.028,-1.557,-0.026,-0.154
85.1,-0.024,0.016,-0.031,-1.527,-0.058,1.724
89.1,-0.045,0.015,-0.031,-1.542,0.015,0.49
84.8,-0.019,-0.004,0.033,-1.559,-0.034,1.834
75.2,-0.016,0.026,0.003,-1.53,-0.037,-1.344
108.6,-0.031,0.004,-0.006,-1.555,-0.001,-0.829
85.4,-0.009,-0.016,-0.002,-1.569,-0.021,1.928
92,-0.025,0.007,-0.029,-1.529,-0.01,0.868
105.4,0.001,0.008,0.003,-1.546,-0.047,1.72
95.4,-0.027,-0.024,-0.016,-1.492,-0.031,1.185
82.7,0.005,0.011,-0.012,-1.568,-0.036,1.105
86,-0.002,0.015,-0.032,-1.544,0.005,-1.272
97.5,-0.001,-0.021,0.005,-1.555,0.01,-0.353
92.3,0.012,-0.077,0.015,-1.602,0.053,0.128
102,0.007,0.001,-0.016,-1.567,0.021,-1.288
74.2,-0.017,-0.048,0.007,-1.499,-0.065,-2.922
134.4,-0.016,-0.031,-0.034,-1.531,-0.036,0.421
94.5,-0.002,0.014,0,-1.534,-0.017,-1.814
118,0.001,0.006,-0.015,-1.545,0.035,0.61
108.5,-0.017,0.032,-0.002,-1.526,-0.062,-0.164
91,-0.019,0.04,0.009,-1.54,0.051,2.84
59.4,-0.06,-0.014,-0.029,-1.651,0.25,3.131
74.3,0.006,-0.04,-0.01,-1.537,-0.096,-1.5
103.9,-0.027,0.003,-0.037,-1.537,0.042,-1.689
92.9,-0.018,-0.014,-0.023,-1.573,-0.005,-0.002
103.3,-0.014,-0.025,-0.001,-1.531,-0.007,2.032
78.4,-0.011,-0.013,-0.003,-1.541,-0.021,-1.665
88.2,-0.015,0.02,0.031,-1.577,-0.051,1.612
107.9,-0.021,0.01,0.026,-1.5,0.014,-3.124
65.7,-0.016,0.007,0.016,-1.633,0.014,2.213
108,-0.011,0.001,-0.007,-1.536,-0.003,1.769
104.4,-0.006,0.002,0.007,-1.573,-0.031,1.948
100.5,-0.032,0.042,-0.013,-1.53,0.063,2.052
85.2,0.004,-0.027,-0.019,-1.645,0.035,-0.182
89.6,-0.006,-0.007,0.012,-1.551,-0.02,-1.121
97.2,0.002,0,-0.039,-1.566,-0.012,-2.88
94.7,-0.026,0.044,0,-1.579,-0.019,0.109
84.9,-0.025,0.004,0.009,-1.561,-0.047,-0.836
89.6,-0.001,-0.02,0.018,-1.522,-0.019,-0.829
129.3,-0.033,-0.015,0,-1.542,-0.007,-2.603
84.6,-0.06,0,-0.033,-1.583,-0.02,-2.701
97.7,-0.04,-0.035,0.008,-1.55,0.002,2.017
95,0.002,-0.019,-0.01,-1.563,0.077,0.195
85.4,-0.063,-0.018,-0.018,-1.518,-0.007,-1.614
97.1,0.006,0.032,0.005,-1.548,-0.054,0.08
91.6,-0.106,-0.406,-0.111,-1.659,-0.437,-0.49
121.4,-0.051,-0.285,0.004,-1.57,0.002,0.461
105.2,0.027,0.012,-0.015,-1.536,-0.007,-0.997
75.4,-0.023,0.049,-0.016,-1.539,-0.125,-1.586
106.8,0,-0.02,0.004,-1.593,-0.012,-0.953
100.5,-0.005,-0.004,0.01,-1.586,0.01,0.143
107.9,-0.023,0.005,0.005,-1.572,0.005,0.061
114.1,-0.007,0.024,-0.036,-1.533,0,0.15
119.3,-0.01,0.005,-0.012,-1.591,-0.011,2.553
113.7,0.009,0.036,-0.004,-1.531,-0.04,-2.536
112.2,-0.016,-0.01,0.004,-1.575,0.019,-0.005
110.4,-0.017,0.007,0.025,-1.601,-0.035,0.168
105.6,-0.021,-0.041,0.04,-1.564,0.004,0.046
96.3,-0.005,-0.013,-0.002,-1.56,0.025,-0.113
100.7,-0.05,0.023,-0.063,-1.552,0.002,0.157
97.7,-0.004,0.02,0.01,-1.554,0.013,-0.215
110.6,0.026,0.01,0.001,-1.53,0.039,-0.59
86,-0.019,-0.011,-0.012,-1.593,-0.006,0.232
122.7,-0.063,0.043,-0.073,-1.569,-0.021,-2.537
86.8,0.01,-0.017,-0.009,-1.515,-0.037,1.385
116.6,-0.025,-0.008,-0.005,-1.553,-0.026,-2.226
72.9,0.025,0.033,0.002,-1.507,-0.067,0.061
74.6,-0.016,-0.002,0.015,-1.519,0.04,-1.386
105.8,0.003,-0.017,-0.035,-1.551,0.021,0.334
100.7,-0.014,0.003,-0.003,-1.545,0.003,-3.04
98,-0.009,0.025,-0.024,-1.531,0.032,1.336
114.2,-0.035,0.053,0.006,-1.573,0.04,-0.491
102.6,-0.022,0.028,-0.015,-1.526,0.014,-1.299
73.2,-0.016,0.008,0.007,-1.557,-0.025,-1.275
85.9,-0.023,-0.021,0.022,-1.569,-0.044,-0.832
126,-0.029,0.003,-0.026,-1.549,-0.03,2.541
126.3,-0.022,-0.002,-0.09,-1.515,-0.034,0.328
88.4,0.002,0.018,-0.002,-1.597,-0.056,0.338
97.1,-0.05,0.008,-0.121,-1.423,0,-2.552
102.6,-0.003,-0.024,-0.017,-1.563,-0.038,-2.681
110.6,0.001,-0.038,0.031,-1.607,-0.024,1.768
122.4,-0.05,-0.013,0.064,-1.584,-0.071,0.275
94.7,-0.009,-0.034,-0.013,-1.53,0.006,-3.021
90.8,-0.03,-0.001,0,-1.572,-0.014,0.298
78.1,0.034,0.007,-0.06,-1.607,-0.01,-0.175
141,-0.026,-0.025,0.016,-1.551,0.03,-2.436
99.2,-0.009,0.004,0.033,-1.562,0.005,0.238
114.1,-0.002,0.005,-0.016,-1.579,-0.008,1.973
140.7,-0.016,-0.024,-0.007,-1.542,0.015,-2.403
76.1,-0.013,0.006,0.029,-1.517,-0.033,0.445
89.4,-0.001,-0.027,-0.013,-1.632,0.054,-0.07
108.5,0.002,0.012,0.023,-1.562,-0.025,2.436
115.3,-0.021,-0.005,-0.005,-1.546,0.004,-0.702
88.7,0.014,-0.012,0.003,-1.56,-0.022,-0.351
120.3,-0.027,0.011,-0.001,-1.551,-0.044,-0.887
111.8,0.005,0.038,-0.024,-1.523,0.038,-0.588
104.7,0.075,-0.004,-0.006,-1.574,0.075,1.123
89.9,-0.002,-0.014,-0.023,-1.583,-0.015,0.106
93.7,-0.02,0.004,-0.002,-1.561,0.018,-1.751
51.4,-0.058,0.06,-0.024,-1.489,-0.176,1.247
87.3,-0.023,0.002,0.003,-1.586,-0.015,-0.11
94,-0.008,0.019,0.04,-1.538,0.034,-1.852
76.4,0.024,-0.039,-0.115,-1.627,-0.108,-1.306
90.6,-0.017,0.015,-0.014,-1.538,0.025,-1.038
85.6,-0.029,0.006,-0.022,-1.526,0.052,1.779
140.8,-0.003,0.014,-0.002,-1.547,-0.012,0.46
96.6,-0.011,0,-0.002,-1.602,0.054,1.914
58.8,0,0.006,0,-1.51,0.011,-0.403
97.6,-0.035,-0.01,-0.001,-1.538,-0.014,0.664
81.5,-0.034,-0.016,0.023,-1.521,0.012,0.654
125.5,-0.032,-0.37,-0.095,-1.62,-0.333,-0.453
82.7,-0.02,-0.032,-0.037,-1.501,-0.004,1.588
94.1,-0.081,-0.428,-0.017,-1.552,-0.433,-0.515
117.2,0.015,-0.015,-0.025,-1.591,0.013,2.465
82.9,-0.012,-0.007,0.01,-1.519,0.028,-2.586
93.6,0.045,0.006,-0.003,-1.607,-0.073,0.052
94.4,-0.008,-0.018,0.004,-1.57,-0.029,-1.423
122.5,0.024,-0.055,0,-1.579,0.007,2.723
92.9,-0.03,0.028,-0.005,-1.521,-0.014,0.667
70.9,-0.046,0.025,-0.007,-1.554,-0.145,-1.443
86.5,-0.008,0.011,0.006,-1.605,0,-2.994
94.1,0.005,0.014,0.001,-1.557,0.001,-0.085
97.7,-0.037,-0.033,-0.013,-1.576,-0.03,2.767
120.5,0,-0.005,-0.003,-1.525,0.04,-0.595
88.6,0.013,0.027,-0.001,-1.549,-0.041,-0.476
89.7,0.001,-0.05,-0.076,-1.573,0.014,0.714
89.1,-0.011,-0.006,0.008,-1.546,-0.042,0.06
141.1,-0.052,0.026,-0.011,-1.558,-0.038,-2.454
91.5,0.005,-0.003,-0.014,-1.55,-0.019,-0.234
77.7,0.017,-0.015,0.034,-1.581,-0.025,-0.93
89.9,0.002,-0.017,0.006,-1.559,-0.043,-0.216
93.9,0.003,0.009,-0.005,-1.567,-0.017,-0.046
79.5,0.042,0.004,-0.06,-1.608,-0.019,-2.347
78.3,-0.014,0.014,0.031,-1.535,-0.036,-0.024
72.9,0.004,0.002,0,-1.521,0.006,2.43
101.5,0.005,-0.017,0.021,-1.586,-0.009,1.713
86.8,-0.015,0,0.039,-1.55,0.006,-2.961
92.3,-0.032,0.004,-0.002,-1.496,-0.006,0.497
136.7,0.015,-0.035,-0.001,-1.59,0.022,2.944
89.1,-0.024,0.005,-0.014,-1.597,0.013,0.169
102,-0.009,-0.013,-0.009,-1.542,-0.065,-0.44
105.6,0.007,0.012,-0.006,-1.571,-0.014,-0.047
85.2,-0.018,-0.018,-0.008,-1.505,-0.018,1.51
108.9,0.032,-0.006,0.005,-1.633,0.017,0.211
90.6,-0.003,0.004,-0.008,-1.544,-0.055,-0.23
84.3,-0.117,-0.441,-0.009,-1.569,-0.435,-0.497
75.3,0.007,-0.02,-0.012,-1.543,0.016,0.007
98.5,0.011,-0.006,-0.004,-1.553,0.003,2.113
113.8,0.046,-0.022,-0.009,-1.508,-0.012,-2.892
121.2,0.009,-0.001,-0.031,-1.546,-0.017,-2.538
73.8,-0.018,-0.01,0.007,-1.55,0.029,1.608
91.4,0.021,-0.009,-0.004,-1.504,-0.021,0.72
88.4,-0.013,0.004,0.009,-1.609,0.025,0.608
85.6,-0.03,-0.071,0.036,-1.596,-0.01,-0.642
56.3,-0.031,0.007,-0.05,-1.507,0.004,2.177
85.4,-0.006,-0.001,-0.002,-1.638,-0.001,-1.018
89.1,-0.049,-0.002,-0.036,-1.557,0.006,0.117
103,0.014,-0.001,-0.017,-1.575,-0.055,-1.396
88.7,-0.014,-0.02,0.007,-1.549,-0.05,-0.563
114.4,-0.043,0.014,-0.01,-1.51,0.047,1.929
85.3,-0.017,0.076,0.028,-1.557,-0.018,-0.394
92.8,0.004,-0.007,0.031,-1.572,-0.019,2.283
91.4,-0.092,-0.453,-0.02,-1.552,-0.437,-0.342
117.7,-0.019,-0.04,-0.004,-1.53,-0.021,-0.886
91.6,-0.044,0.013,0.005,-1.491,-0.033,0.851
81,-0.001,0.034,-0.006,-1.625,0.013,0.306
114.1,0.01,0.004,0.015,-1.568,0.024,2.436
97.7,0.008,0.017,-0.004,-1.542,0.04,-1.244
86.3,-0.102,-0.459,-0.031,-1.59,-0.406,-0.401
113,-0.039,-0.003,0.049,-1.563,0.013,2.839
87.8,-0.023,0.003,-0.027,-1.572,-0.009,-0.082
117.8,-0.001,-0.016,0,-1.545,0.018,1.818
104.9,0,-0.014,0.009,-1.579,0.014,0.144
85.6,-0.011,-0.028,0.067,-1.492,0.039,-1.518
106.6,-0.009,-0.016,-0.011,-1.567,-0.006,1.959
90.8,-0.077,-0.476,-0.045,-1.633,-0.419,-0.579
81.8,-0.008,-0.003,0.075,-1.536,-0.032,-0.626
103.1,-0.038,-0.011,0.013,-1.573,-0.008,-2.725
98.9,0.008,-0.041,0,-1.498,-0.053,1.519
99,-0.024,-0.006,-0.003,-1.575,0.013,-2.981
